City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Fairbanks,US,2021-09-29 16:19:37,64.8378,-147.7164,21.81,89,75,0.0
295,Gat,IL,2021-09-29 16:20:01,31.61,34.7642,77.81,100,0,8.01
296,Provideniya,RU,2021-09-29 16:22:01,64.3833,-173.3,30.2,79,100,9.51
297,Opuwo,NA,2021-09-29 16:22:01,-18.0607,13.84,88.72,13,36,12.21
298,Sungaipenuh,ID,2021-09-29 16:22:02,-2.0833,101.3833,65.28,99,100,2.82
299,Mocuba,MZ,2021-09-29 16:22:02,-16.8392,36.9856,86.07,40,50,10.6
300,Moranbah,AU,2021-09-29 16:22:03,-22.0016,148.0466,66.69,72,100,7.45
301,Sindor,RU,2021-09-29 16:20:08,62.8629,51.8905,43.2,79,100,4.34
302,Puerto Leguizamo,CO,2021-09-29 16:22:03,-0.1934,-74.7819,87.26,54,100,4.14
303,Padang,ID,2021-09-29 16:22:03,-0.9492,100.3543,75.25,94,100,7.4
304,Sisimiut,GL,2021-09-29 16:22:04,66.9395,-53.6735,32.77,44,69,3.44
305,Varzea Da Palma,BR,2021-09-29 16:19:10,-17.5981,-44.7308,97.52,22,8,4.61
306,Hobyo,SO,2021-09-29 16:22:04,5.3505,48.5268,79.95,76,5,25.5
307,Poum,NC,2021-09-29 16:22:05,-20.2333,164.0167,72.97,75,12,20.78
308,Comodoro Rivadavia,AR,2021-09-29 16:22:05,-45.8667,-67.5,60.66,21,0,12.66
309,Washington,US,2021-09-29 16:17:29,47.5001,-120.5015,49.57,64,29,2.01
310,Faanui,PF,2021-09-29 16:22:05,-16.4833,-151.75,78.94,75,9,17.07
311,Raga,SS,2021-09-29 16:22:06,8.4596,25.678,76.46,86,100,2.66
312,Clyde River,CA,2021-09-29 16:22:06,70.4692,-68.5914,32.23,100,90,19.57
313,Williamsburg,US,2021-09-29 16:18:16,37.2707,-76.7075,75.76,68,40,5.75
314,Buchanan,LR,2021-09-29 16:22:06,5.8808,-10.0467,87.76,74,56,9.64
315,Vallenar,CL,2021-09-29 16:22:07,-28.5708,-70.7581,89.1,8,8,8.19
316,Rorvik,NO,2021-09-29 16:22:07,64.8621,11.2373,55.38,72,27,24.49
317,Grand Gaube,MU,2021-09-29 16:22:07,-20.0064,57.6608,73.38,70,49,5.99
318,Fort Abbas,PK,2021-09-29 16:22:08,29.1925,72.8536,93.34,44,4,14.99
319,Ascoli Piceno,IT,2021-09-29 16:22:08,42.8548,13.5749,79.74,64,56,3.42
320,Upernavik,GL,2021-09-29 16:22:08,72.7868,-56.1549,30.25,47,100,0.92
321,Baraboo,US,2021-09-29 16:22:09,43.4711,-89.7443,75.51,63,1,0.0
322,Gizo,SB,2021-09-29 16:22:09,-8.103,156.8419,81.3,79,86,6.93
323,Rosetta,EG,2021-09-29 16:22:09,31.4044,30.4164,78.62,73,0,15.57
324,Caravelas,BR,2021-09-29 16:22:10,-17.7125,-39.2481,83.95,50,6,10.31
325,Brae,GB,2021-09-29 16:22:10,60.3964,-1.353,51.71,81,100,11.16
326,Campoverde,PE,2021-09-29 16:22:10,-8.4753,-74.8058,91.09,37,50,2.48
327,Ziway,ET,2021-09-29 16:22:11,7.9333,38.7167,68.54,68,97,10.38
328,Vondrozo,MG,2021-09-29 16:22:11,-22.8167,47.2833,64.35,84,20,4.05
329,Nenjiang,CN,2021-09-29 16:22:11,49.1833,125.2167,38.55,68,10,7.67
330,Henties Bay,NA,2021-09-29 16:22:11,-22.116,14.2845,58.86,80,0,10.89
331,Nortelandia,BR,2021-09-29 16:22:12,-14.4547,-56.8028,103.32,24,37,3.49
332,Kloulklubed,PW,2021-09-29 16:22:12,7.0419,134.2556,77.5,72,61,6.98
333,Naze,JP,2021-09-29 16:22:13,28.3667,129.4833,77.88,81,39,16.42
334,Tselinnoye,RU,2021-09-29 16:22:13,53.0833,85.6667,43.68,94,67,9.33
335,Cabanas,CU,2021-09-29 16:22:13,22.9758,-82.9219,84.67,64,65,9.62
336,La Palma,US,2021-09-29 16:22:14,33.8464,-118.0467,72.1,75,20,1.01
337,Mindelo,CV,2021-09-29 16:22:14,16.8901,-24.9804,87.35,62,75,21.85
338,Ilulissat,GL,2021-09-29 16:22:14,69.2167,-51.1,32.02,37,40,6.91
339,Port Keats,AU,2021-09-29 16:20:06,-14.25,129.55,78.66,86,79,7.31
340,Yantal,RU,2021-09-29 16:22:15,56.8471,105.2542,29.01,95,81,1.57
341,Cururupu,BR,2021-09-29 16:22:15,-1.8283,-44.8683,82.87,75,36,6.29
342,Bar Harbor,US,2021-09-29 16:22:15,44.3876,-68.2039,64.35,53,1,8.99
343,Maceio,BR,2021-09-29 16:22:16,-9.6658,-35.7353,80.04,100,90,5.75
344,Siyabuswa,ZA,2021-09-29 16:22:16,-25.1132,29.0445,74.19,50,66,14.81
345,Dagda,LV,2021-09-29 16:22:16,56.0951,27.5372,45.54,76,76,5.44
346,Kirakira,SB,2021-09-29 16:22:17,-10.4544,161.9205,78.89,87,92,6.93
347,Itarema,BR,2021-09-29 16:22:17,-2.9248,-39.9167,89.58,54,6,18.86
348,Ust-Ishim,RU,2021-09-29 16:22:18,57.6935,71.1665,37.65,90,100,6.29
349,Fortuna,US,2021-09-29 16:22:18,40.5982,-124.1573,55.36,75,20,0.0
350,Trairi,BR,2021-09-29 16:19:11,-3.2778,-39.2689,88.7,54,4,16.71
351,Innisfail,AU,2021-09-29 16:18:45,-17.5333,146.0333,72.57,85,98,6.11
352,Takaka,NZ,2021-09-29 16:22:18,-40.85,172.8,52.56,90,80,7.43
353,Necochea,AR,2021-09-29 16:22:19,-38.5473,-58.7368,66.04,54,3,14.09
354,Erzin,TR,2021-09-29 16:22:19,36.9559,36.2,77.52,82,10,6.82
355,Aitape,PG,2021-09-29 16:22:19,-3.1374,142.3475,78.94,87,62,4.97
356,Les Cayes,HT,2021-09-29 16:22:20,18.2,-73.75,88.18,57,20,7.38
357,Lavrentiya,RU,2021-09-29 16:22:20,65.5833,-171.0,34.38,93,100,10.71
358,Chicama,PE,2021-09-29 16:22:20,-7.8447,-79.1469,61.34,58,20,8.93
359,Bichura,RU,2021-09-29 16:22:21,50.5881,107.6022,28.26,92,60,4.12
360,Plettenberg Bay,ZA,2021-09-29 16:22:21,-34.0527,23.3716,56.57,86,100,20.11
361,Seydi,TM,2021-09-29 16:22:21,39.4816,62.9137,70.74,29,0,8.79
362,Villa Rica,US,2021-09-29 16:21:13,33.7321,-84.9191,83.25,74,13,6.26
363,Vangaindrano,MG,2021-09-29 16:22:22,-23.35,47.6,71.24,80,20,11.14
364,Varkkallai,IN,2021-09-29 16:22:22,8.7341,76.7067,82.18,89,16,8.19
365,Longyearbyen,SJ,2021-09-29 16:22:22,78.2186,15.6401,33.64,86,75,11.5
366,Tessaoua,NE,2021-09-29 16:22:23,13.7574,7.9874,93.43,36,100,10.96
367,Ancud,CL,2021-09-29 16:22:23,-41.8697,-73.8203,49.53,70,100,10.69
368,Hami,CN,2021-09-29 16:22:23,42.8,93.45,69.75,18,27,5.32
369,High Prairie,CA,2021-09-29 16:22:24,55.4334,-116.4858,40.3,56,2,3.94
370,Alofi,NU,2021-09-29 16:22:24,-19.0595,-169.9187,73.29,100,24,3.44
371,Port Hueneme,US,2021-09-29 16:22:24,34.1478,-119.1951,71.49,76,1,4.61
372,Suslovo,RU,2021-09-29 16:22:25,56.2167,88.1167,39.2,71,99,8.05
373,Aguimes,ES,2021-09-29 16:22:25,27.9054,-15.4461,76.66,63,20,34.52
374,Novo Oriente,BR,2021-09-29 16:22:25,-5.5344,-40.7742,98.13,21,31,8.19
375,Spirovo,RU,2021-09-29 16:22:26,57.419,34.9766,44.26,83,92,2.93
376,Nome,US,2021-09-29 16:22:26,64.5011,-165.4064,28.47,80,90,3.44
377,Saint George,US,2021-09-29 16:19:59,37.1041,-113.5841,66.67,41,1,1.01
378,Yulara,AU,2021-09-29 16:22:27,-25.2406,130.9889,60.64,29,0,6.91
379,Altus,US,2021-09-29 16:18:14,34.6381,-99.334,74.71,83,90,12.66
380,Harper,LR,2021-09-29 16:22:27,4.375,-7.7169,78.55,83,99,10.4
381,Psedakh,RU,2021-09-29 16:22:27,43.4672,44.5692,51.42,76,100,5.68
382,Portland,US,2021-09-29 16:19:01,45.5234,-122.6762,55.87,88,75,1.01
383,Ligayan,PH,2021-09-29 16:22:28,4.6533,119.4706,84.56,73,71,7.14
384,Tuatapere,NZ,2021-09-29 16:22:28,-46.1333,167.6833,41.83,88,98,9.04
385,Coffeyville,US,2021-09-29 16:21:29,37.0373,-95.6164,75.56,94,40,3.44
386,Flinders,AU,2021-09-29 16:22:29,-34.5833,150.8552,62.19,88,100,1.01
387,Jawa,JO,2021-09-29 16:19:18,31.8525,35.9393,75.51,47,20,9.22
388,Willowmore,ZA,2021-09-29 16:22:29,-33.2926,23.4895,54.73,73,92,21.54
389,Tabou,CI,2021-09-29 16:22:29,4.423,-7.3528,78.37,84,99,11.32
390,Guarapari,BR,2021-09-29 16:22:30,-20.6667,-40.4975,89.49,54,0,21.3
391,Catamarca,AR,2021-09-29 16:22:30,-28.4696,-65.7852,65.05,55,30,16.06
392,Vestmannaeyjar,IS,2021-09-29 16:22:30,63.4427,-20.2734,45.59,70,20,21.85
393,Baker City,US,2021-09-29 16:22:31,44.7749,-117.8344,44.92,93,1,0.0
394,Bayevo,RU,2021-09-29 16:22:31,53.2833,80.7667,39.36,88,98,11.16
395,Aklavik,CA,2021-09-29 16:22:31,68.2191,-135.0107,29.23,81,98,6.13
396,Rio Grande,BR,2021-09-29 16:20:59,-32.035,-52.0986,67.95,80,97,13.18
397,Columbus,US,2021-09-29 16:18:36,39.9612,-82.9988,72.82,54,1,1.01
398,Basco,PH,2021-09-29 16:22:32,20.4487,121.9702,83.08,77,76,9.95
399,Cayenne,GF,2021-09-29 16:22:32,4.9333,-52.3333,91.44,75,0,3.0
400,Luba,GQ,2021-09-29 16:22:32,3.4568,8.5547,80.49,82,100,6.89
401,Progreso,MX,2021-09-29 16:22:33,21.2833,-89.6667,86.11,55,8,6.8
402,Labuhan,ID,2021-09-29 16:22:33,-6.8844,112.2051,80.96,75,74,7.31
403,Gardez,AF,2021-09-29 16:22:33,33.5974,69.2259,64.53,64,4,5.19
404,Contamana,PE,2021-09-29 16:22:34,-7.3333,-75.0167,97.43,37,25,3.09
405,Semey,KZ,2021-09-29 16:22:34,50.4111,80.2275,50.22,66,0,6.71
406,Bilma,NE,2021-09-29 16:22:34,18.6853,12.9164,99.86,12,23,9.1
407,Mogadishu,SO,2021-09-29 16:19:26,2.0371,45.3438,79.92,77,85,13.06
408,Raudeberg,NO,2021-09-29 16:22:35,61.9875,5.1352,60.4,49,96,1.99
409,Phalaborwa,ZA,2021-09-29 16:22:35,-23.943,31.1411,79.88,36,0,7.45
410,Couvin,BE,2021-09-29 16:22:35,50.0528,4.495,56.43,68,5,12.59
411,Canto Do Buriti,BR,2021-09-29 16:22:36,-8.11,-42.9444,98.67,19,94,6.29
412,Vila,PT,2021-09-29 16:22:36,42.0304,-8.1588,66.33,65,64,5.79
413,Djambala,CG,2021-09-29 16:22:36,-2.5447,14.7533,73.67,83,99,2.17
414,Lobito,AO,2021-09-29 16:22:37,-12.3481,13.5456,72.75,78,11,9.89
415,Truth Or Consequences,US,2021-09-29 16:22:37,33.1284,-107.2528,68.23,59,1,0.0
416,Verkhoyansk,RU,2021-09-29 16:22:38,67.5447,133.385,23.04,77,10,2.62
417,Te Anau,NZ,2021-09-29 16:22:38,-45.4167,167.7167,35.82,90,59,2.28
418,Auki,SB,2021-09-29 16:22:39,-8.7676,160.7034,76.98,89,97,4.41
419,Kyren,RU,2021-09-29 16:22:39,51.6828,102.1408,29.66,92,44,1.7
420,Waingapu,ID,2021-09-29 16:22:40,-9.6567,120.2641,77.09,80,11,4.88
421,Saint-Pierre,RE,2021-09-29 16:22:41,-21.3393,55.4781,71.28,74,0,12.66
422,Huilong,CN,2021-09-29 16:22:41,31.8111,121.655,75.92,83,68,9.71
423,Sydney,AU,2021-09-29 16:20:00,-33.8679,151.2073,60.64,93,75,1.01
424,Kholmogory,RU,2021-09-29 16:22:41,64.2229,41.656,41.11,94,77,4.94
425,Pokhara,NP,2021-09-29 16:22:43,28.2333,83.9833,71.31,92,97,1.61
426,Luancheng,CN,2021-09-29 16:22:43,37.8792,114.6517,64.56,84,0,1.57
427,Baculin,PH,2021-09-29 16:22:44,7.4525,126.5842,79.36,87,100,6.87
428,Avera,US,2021-09-29 16:22:44,33.194,-82.5271,83.44,48,0,3.06
429,Marienburg,PL,2021-09-29 16:22:44,54.0359,19.0266,59.95,55,100,14.43
430,Khilok,RU,2021-09-29 16:22:45,51.3674,110.4676,26.06,95,51,5.01
431,Asfi,MA,2021-09-29 16:22:45,32.2994,-9.2372,75.96,63,10,27.89
432,Samarai,PG,2021-09-29 16:22:45,-10.6167,150.6667,78.35,89,100,12.91
433,Pasighat,IN,2021-09-29 16:22:46,28.0667,95.3333,76.42,94,43,2.73
434,Kaeo,NZ,2021-09-29 16:22:46,-35.1,173.7833,45.32,93,37,4.99
435,Sumbawanga,TZ,2021-09-29 16:22:46,-7.9667,31.6167,70.11,48,65,0.98
436,Jabinyanah,TN,2021-09-29 16:22:47,35.035,10.9081,82.2,43,0,9.95
437,Boende,CD,2021-09-29 16:22:47,-0.2167,20.8667,84.69,56,78,1.9
438,Wanaka,NZ,2021-09-29 16:21:06,-44.7,169.15,38.1,79,79,1.99
439,Lamar,US,2021-09-29 16:22:47,33.6668,-95.5836,80.98,75,75,9.22
440,Preobrazheniye,RU,2021-09-29 16:22:48,42.9019,133.9064,60.55,93,89,5.73
441,Bahia Blanca,AR,2021-09-29 16:22:48,-38.7196,-62.2724,70.48,36,1,15.93
442,Itoman,JP,2021-09-29 16:22:48,26.1247,127.6694,82.42,83,40,12.66
443,Los Llanos De Aridane,ES,2021-09-29 16:22:49,28.6585,-17.9182,73.15,69,75,20.71
444,Pavilosta,LV,2021-09-29 16:22:49,56.8879,21.1859,53.55,61,98,14.45
445,Paamiut,GL,2021-09-29 16:22:49,61.994,-49.6678,33.28,36,2,5.32
446,Gornopravdinsk,RU,2021-09-29 16:22:50,60.05,69.9,34.92,84,93,5.59
447,Beyneu,KZ,2021-09-29 16:22:50,45.3167,55.2,49.35,46,55,7.85
448,Pecos,US,2021-09-29 16:22:50,31.4229,-103.4932,82.49,34,1,17.27
449,Chifeng,CN,2021-09-29 16:22:51,42.2683,118.9636,51.71,65,6,5.14
450,Antigonish,CA,2021-09-29 16:22:51,45.6169,-61.9986,59.02,91,100,1.99
451,Tortoli,IT,2021-09-29 16:22:51,39.9256,9.6572,80.98,65,0,14.97
452,Hongjiang,CN,2021-09-29 16:22:52,27.11,109.9956,73.22,93,3,2.15
453,Ca Mau,VN,2021-09-29 16:22:52,9.1769,105.15,78.4,90,62,3.22
454,Amsterdam,NL,2021-09-29 16:19:50,52.374,4.8897,56.91,79,40,8.01
455,Vila Franca Do Campo,PT,2021-09-29 16:22:52,37.7167,-25.4333,75.61,70,35,5.01
456,Gimli,CA,2021-09-29 16:22:53,50.6336,-96.9907,76.42,82,97,12.66
457,Quelimane,MZ,2021-09-29 16:22:53,-17.8786,36.8883,78.75,78,0,17.27
458,Nantucket,US,2021-09-29 16:22:53,41.2835,-70.0995,65.61,73,75,16.11
459,Kismayo,SO,2021-09-29 16:22:54,-0.3582,42.5454,78.12,85,98,12.82
460,Inyonga,TZ,2021-09-29 16:22:54,-6.7167,32.0667,83.7,31,89,3.85
461,Kouango,CF,2021-09-29 16:22:54,4.9934,19.9619,81.12,79,64,1.92
462,Egvekinot,RU,2021-09-29 16:22:55,66.3167,-179.1667,12.07,91,94,5.35
463,Grindavik,IS,2021-09-29 16:22:55,63.8424,-22.4338,43.27,81,75,28.77
464,Anloga,GH,2021-09-29 16:22:55,5.7947,0.8973,84.42,76,45,12.95
465,Adrar,MR,2021-09-29 16:22:56,20.5022,-10.0711,104.76,6,0,12.48
466,Agutaya,PH,2021-09-29 16:22:56,11.148,120.9417,83.75,76,93,7.02
467,Huangchuan,CN,2021-09-29 16:22:56,32.1272,115.0394,68.32,86,0,5.3
468,Le Vauclin,MQ,2021-09-29 16:22:57,14.5452,-60.8388,89.73,62,40,9.22
469,Marawi,PH,2021-09-29 16:22:57,7.9986,124.2928,69.66,93,100,2.57
470,Pedro Juan Caballero,PY,2021-09-29 16:22:57,-22.5472,-55.7333,93.16,29,75,11.5
471,Chiang Rai,TH,2021-09-29 16:22:58,19.9167,99.9167,77.13,100,0,2.3
472,Birao,CF,2021-09-29 16:22:58,10.2849,22.7882,83.07,68,65,1.12
473,Iwaki,JP,2021-09-29 16:22:58,37.05,140.8833,69.24,95,6,5.19
474,Eureka,US,2021-09-29 16:22:21,40.8021,-124.1637,55.63,94,99,2.33
475,Nhulunbuy,AU,2021-09-29 16:22:59,-12.2333,136.7667,72.21,88,98,0.0
476,Tiznit,MA,2021-09-29 16:20:21,29.5833,-9.5,92.39,19,5,3.67
477,Broome,US,2021-09-29 16:22:59,42.2506,-75.833,63.63,61,40,3.0
478,Boundiali,CI,2021-09-29 16:23:00,9.5217,-6.4869,82.45,62,80,4.85
479,Litovko,RU,2021-09-29 16:23:00,49.2361,135.1742,56.1,97,100,5.73
480,Ust-Kuyga,RU,2021-09-29 16:23:00,70.0167,135.6,10.92,94,57,4.05
481,Ayr,GB,2021-09-29 16:20:05,55.4627,-4.6339,56.5,62,20,14.97
482,Coolum Beach,AU,2021-09-29 16:23:01,-26.5333,153.1,65.1,90,99,8.23
483,Bardiyah,LY,2021-09-29 16:23:01,31.7561,25.0865,77.56,71,0,13.22
484,Yishui,CN,2021-09-29 16:23:01,35.7847,118.6281,65.07,80,0,1.05
485,Biak,ID,2021-09-29 16:23:02,-0.9131,122.8766,76.53,84,98,5.23
486,Am Timan,TD,2021-09-29 16:23:02,11.0297,20.2827,84.7,67,16,1.57
487,Auxerre,FR,2021-09-29 16:23:02,47.8,3.5667,60.66,44,8,10.76
488,Constitucion,CL,2021-09-29 16:23:03,-35.3333,-72.4167,57.87,55,0,7.25
489,Matadi,CD,2021-09-29 16:23:03,-5.8167,13.45,92.28,40,73,7.67
490,Port Augusta,AU,2021-09-29 16:23:03,-32.5,137.7667,55.54,84,10,2.64
491,Hamada,JP,2021-09-29 16:23:04,34.8833,132.0833,73.0,86,5,6.08
492,Mont-De-Marsan,FR,2021-09-29 16:23:04,44.0,-0.6667,69.78,85,75,10.36
493,Lata,PT,2021-09-29 16:23:04,40.1629,-8.3327,79.36,47,2,7.05
494,Dancheng,CN,2021-09-29 16:23:05,33.6333,115.1833,67.08,80,0,5.53
495,San Vicente,AR,2021-09-29 16:23:05,-26.6167,-54.1333,85.12,41,14,4.12
496,Timbiqui,CO,2021-09-29 16:23:05,2.7717,-77.6654,83.71,69,54,5.32
497,Shache,CN,2021-09-29 16:23:05,38.4167,77.2406,72.54,14,0,2.55
498,Storforshei,NO,2021-09-29 16:23:06,66.4043,14.5233,55.18,62,40,12.66
499,Port Lincoln,AU,2021-09-29 16:23:06,-34.7333,135.8667,56.35,89,40,9.78
500,Oussouye,SN,2021-09-29 16:23:06,12.485,-16.5469,95.18,61,98,10.49
501,Hamilton,US,2021-09-29 16:19:02,39.1834,-84.5333,77.09,67,1,1.99
502,Dubbo,AU,2021-09-29 16:23:07,-32.25,148.6167,50.13,93,40,8.05
503,Jhabua,IN,2021-09-29 16:23:07,22.7667,74.6,75.34,91,90,6.96
504,Myaundzha,RU,2021-09-29 16:23:08,63.0494,147.1858,19.38,56,2,2.33
505,Alice Springs,AU,2021-09-29 16:22:37,-23.7,133.8833,58.55,33,0,4.61
506,Smithers,CA,2021-09-29 16:19:35,54.7804,-127.1743,41.32,93,75,9.22
507,Muriwai Beach,NZ,2021-09-29 16:23:08,-36.8167,174.45,54.86,89,34,14.9
508,Baykit,RU,2021-09-29 16:23:09,61.67,96.37,34.47,89,72,1.21
509,Chara,RU,2021-09-29 16:23:09,56.9064,118.2631,31.39,74,100,3.8
510,Porto Walter,BR,2021-09-29 16:23:09,-8.2686,-72.7439,98.6,35,61,2.55
511,Manicore,BR,2021-09-29 16:23:10,-5.8092,-61.3003,91.06,44,84,5.66
512,Novo Aripuana,BR,2021-09-29 16:23:10,-5.1206,-60.3797,82.71,78,85,3.09
513,Pacific Grove,US,2021-09-29 16:22:02,36.6177,-121.9166,63.25,86,40,4.0
514,Karabulak,RU,2021-09-29 16:23:10,43.3036,44.8964,52.0,78,100,5.95
515,Fallon,US,2021-09-29 16:23:11,39.4735,-118.7774,55.92,39,40,0.0
516,Buin,CL,2021-09-29 16:23:11,-33.7333,-70.75,75.52,26,92,6.76
517,College,US,2021-09-29 16:23:11,64.8569,-147.8028,21.79,89,75,3.44
518,Gandorhun,SL,2021-09-29 16:23:12,7.5,-11.8333,78.87,80,76,7.27
519,Krasnoarmeysk,RU,2021-09-29 16:21:39,51.0239,45.6969,45.28,53,45,6.71
520,Mtwara,TZ,2021-09-29 16:23:12,-10.2667,40.1833,77.27,80,44,10.18
521,Mountain Home,US,2021-09-29 16:20:29,43.133,-115.6912,48.11,100,1,0.0
522,Coahuayana,MX,2021-09-29 16:23:13,18.7333,-103.6833,85.06,66,86,1.23
523,Juba,SS,2021-09-29 16:23:13,4.8517,31.5825,80.17,65,99,4.23
524,Sabang,ID,2021-09-29 16:23:14,5.8933,95.3214,81.88,77,93,7.36
525,Sandnessjoen,NO,2021-09-29 16:23:14,66.0217,12.6316,55.92,73,90,19.57
526,Mayo,US,2021-09-29 16:23:14,38.8876,-76.5119,70.27,52,1,3.0
527,Nuwara Eliya,LK,2021-09-29 16:23:14,6.9708,80.7829,56.97,81,100,3.8
528,Parainen,FI,2021-09-29 16:23:15,60.3067,22.301,51.15,78,79,10.27
529,Skibbereen,IE,2021-09-29 16:23:15,51.55,-9.2667,55.2,62,80,14.65
530,Nizhniy Ingash,RU,2021-09-29 16:21:20,56.2,96.53,28.98,95,18,4.45
531,Kishtwar,IN,2021-09-29 16:23:15,33.3167,75.7667,64.27,91,3,1.39
532,Panaba,MX,2021-09-29 16:23:16,21.2833,-88.2667,88.38,52,12,7.58
533,Morwa,IN,2021-09-29 16:23:16,22.9,73.8333,76.68,88,100,9.91
534,Atambua,ID,2021-09-29 16:23:07,-9.1061,124.8925,72.93,84,16,4.43
535,Makhachkala,RU,2021-09-29 16:23:17,42.9764,47.5024,55.38,77,100,3.2
536,Surgut,RU,2021-09-29 16:22:14,61.25,73.4167,35.78,80,0,6.71
537,Saint Anthony,US,2021-09-29 16:23:17,45.0205,-93.218,76.3,63,1,1.99
538,Olga,RU,2021-09-29 16:23:17,43.7444,135.2892,60.24,97,100,5.23
539,Gulariya,NP,2021-09-29 16:23:18,28.2333,81.3333,84.18,80,12,5.32
540,Maniitsoq,GL,2021-09-29 16:23:18,65.4167,-52.9,34.61,54,7,0.2
541,Rio Verde De Mato Grosso,BR,2021-09-29 16:23:18,-18.9181,-54.8442,101.61,21,4,7.29
542,Pangnirtung,CA,2021-09-29 16:23:19,66.1451,-65.7125,32.0,86,75,0.0
543,Camana,PE,2021-09-29 16:23:19,-16.6228,-72.7111,66.83,66,14,7.11
544,Ust-Kan,RU,2021-09-29 16:23:19,50.9276,84.761,36.21,92,62,5.48
545,Kahului,US,2021-09-29 16:20:35,20.8947,-156.47,76.84,87,20,4.61
546,Montepuez,MZ,2021-09-29 16:23:20,-13.1256,38.9997,83.86,42,54,10.47
547,Sheridan,US,2021-09-29 16:23:20,44.8333,-106.9173,52.18,39,90,1.01
548,Gambela,ET,2021-09-29 16:23:21,8.25,34.5833,74.75,86,99,3.6
549,Ouadda,CF,2021-09-29 16:23:21,8.0777,22.4007,74.32,89,97,3.67
550,Visby,SE,2021-09-29 16:23:21,57.6409,18.296,55.94,71,20,13.8
551,Torrington,US,2021-09-29 16:19:43,41.8007,-73.1212,64.85,60,6,4.0
552,Kayerkan,RU,2021-09-29 16:23:22,69.3497,87.7602,32.43,80,100,15.48
553,Ubinskoye,RU,2021-09-29 16:23:22,55.3068,79.6802,39.02,97,100,11.23
554,Asekeyevo,RU,2021-09-29 16:23:22,53.5742,52.7972,40.78,51,71,7.49
555,Hadejia,NG,2021-09-29 16:23:23,12.4498,10.0444,91.54,42,92,8.3
556,Puerto Carreno,CO,2021-09-29 16:23:23,6.189,-67.4859,84.87,67,86,4.21
557,Entre Rios,BR,2021-09-29 16:23:23,-11.9419,-38.0844,88.52,35,36,9.55
558,Kulhudhuffushi,MV,2021-09-29 16:23:24,6.6221,73.07,82.6,76,4,12.01
559,Terrace Bay,CA,2021-09-29 16:23:24,48.7834,-87.1,62.22,59,0,8.3
560,Wonthaggi,AU,2021-09-29 16:23:25,-38.6044,145.5913,56.37,95,100,17.43
561,Umtata,ZA,2021-09-29 16:23:25,-31.5889,28.7844,52.36,100,90,1.14
562,Nha Trang,VN,2021-09-29 16:19:40,12.25,109.1833,82.4,90,18,3.98
563,Bahia De Caraquez,EC,2021-09-29 16:23:25,-0.6,-80.4167,80.78,73,100,6.02
564,Beibei,CN,2021-09-29 16:23:26,29.8256,106.4339,79.23,72,2,5.19
565,Kiunga,PG,2021-09-29 16:23:26,-6.1219,141.2906,74.39,99,100,1.21
566,Revelstoke,CA,2021-09-29 16:23:26,50.9832,-118.2023,50.02,87,90,2.3
567,Jiuquan,CN,2021-09-29 16:23:27,39.7432,98.5174,63.16,18,73,2.35
568,Tura,IN,2021-09-29 16:23:27,25.5198,90.2201,72.32,88,100,1.1
569,Qabaqcol,AZ,2021-09-29 16:23:27,41.72,46.2647,57.74,90,100,1.77
570,Livingstone,ZM,2021-09-29 16:23:27,-17.8419,25.8543,91.24,14,72,6.29
571,Nelson Bay,AU,2021-09-29 16:23:28,-32.7167,152.15,60.96,93,100,1.01
572,Souillac,MU,2021-09-29 16:23:28,-20.5167,57.5167,73.36,78,20,11.5
573,Alibag,IN,2021-09-29 16:23:28,18.6411,72.8792,80.67,87,100,10.8
574,Goure,NE,2021-09-29 16:23:29,13.9835,10.2704,76.01,56,94,19.1
575,Mantua,IT,2021-09-29 16:23:29,45.1667,10.7833,79.84,64,5,2.44
576,Nueva Concepcion,GT,2021-09-29 16:23:29,14.2,-91.3,92.17,66,100,3.31
577,Jardim,BR,2021-09-29 16:23:30,-21.4803,-56.1381,105.53,15,6,5.68
578,Weligama,LK,2021-09-29 16:23:30,5.9667,80.4167,79.3,85,59,9.55
579,Monze,ZM,2021-09-29 16:23:30,-16.2833,27.4833,87.37,14,95,8.79
580,Cessnock,AU,2021-09-29 16:23:31,-32.8333,151.35,62.47,97,100,1.54
