City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current_Description
345,Malanville,BJ,11.8685,3.3899,80.87,64,29,8.08,scattered clouds
346,Alta Floresta,BR,-9.8756,-56.0861,78.31,72,72,8.21,broken clouds
347,Ishigaki,JP,24.3448,124.1572,81.72,77,3,7.87,clear sky
348,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,87,73,2.19,broken clouds
349,Broome,US,42.2506,-75.833,59.05,69,90,1.01,overcast clouds
350,Horuphav,DK,54.9102,9.8987,53.55,82,75,10.36,light rain
351,Kuito,AO,-12.3833,16.9333,63.88,65,90,5.41,overcast clouds
352,Coahuayana,MX,18.7333,-103.6833,86.94,70,100,5.86,overcast clouds
353,Buala,SB,-8.145,159.5921,81.16,80,100,5.97,light rain
354,Coihaique,CL,-45.5752,-72.0662,43.05,68,71,9.4,broken clouds
355,Zeya,RU,53.75,127.2667,34.57,90,100,3.36,overcast clouds
356,Berbera,SO,10.4396,45.0143,88.72,66,100,7.85,overcast clouds
357,Bathsheba,BB,13.2167,-59.5167,83.79,72,100,12.66,overcast clouds
358,Faya,SA,18.3851,42.4509,69.15,34,87,5.19,overcast clouds
359,Tazovskiy,RU,67.4667,78.7,32.9,93,100,17.52,overcast clouds
360,Prince Albert,CA,53.2001,-105.7677,70.74,20,36,16.33,scattered clouds
361,Gat,IL,31.61,34.7642,74.08,78,0,2.84,clear sky
362,Sindou,BF,10.6667,-5.1667,77.67,78,96,3.2,light rain
363,Komsomolskiy,UZ,40.4272,71.7189,62.02,36,92,4.7,overcast clouds
364,Kjollefjord,NO,70.9457,27.3465,44.38,79,12,9.24,few clouds
365,Taoudenni,ML,22.6783,-3.9836,96.22,9,83,12.64,broken clouds
366,Macau,MO,22.2006,113.5461,85.98,89,20,3.44,light rain
367,Wad Madani,SD,14.4012,33.5199,87.6,43,19,6.89,few clouds
368,Porkhov,RU,57.765,29.5561,39.09,90,61,5.32,broken clouds
369,Haines Junction,CA,60.7522,-137.5108,38.89,68,98,3.33,overcast clouds
370,Sherbrooke,CA,45.4001,-71.8991,54.12,93,75,3.44,broken clouds
371,Tshikapa,CD,-6.4167,20.8,72.7,93,100,1.72,moderate rain
372,Naron,ES,43.5167,-8.1528,63.01,86,100,1.19,overcast clouds
373,Imeni Poliny Osipenko,RU,52.4201,136.4853,37.81,77,67,5.61,broken clouds
374,Mayo,US,38.8876,-76.5119,75.22,60,0,8.99,clear sky
375,Madang,PG,-5.2246,145.7966,77.14,91,100,3.6,overcast clouds
376,Iberia,US,29.9502,-91.7507,76.98,70,18,9.24,few clouds
377,Hare Bay,CA,48.8499,-54.0148,54.75,99,100,6.02,overcast clouds
378,Arman,RU,59.7,150.1667,33.35,91,100,17.74,snow
379,Verkhnevilyuysk,RU,63.4453,120.3167,24.06,88,92,4.23,overcast clouds
380,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,thunderstorm
381,Kuryk,KZ,43.2,51.65,54.68,35,100,13.29,overcast clouds
382,Quepos,CR,9.4236,-84.1652,84.06,82,73,2.64,moderate rain
383,Kamsack,CA,51.5667,-101.9009,70.61,23,0,4.5,clear sky
384,Olafsvik,IS,64.8945,-23.7142,44.8,71,100,25.32,overcast clouds
385,Yeppoon,AU,-23.1333,150.7333,67.78,85,99,3.15,overcast clouds
386,Acajutla,SV,13.5928,-89.8275,83.07,77,21,7.25,few clouds
387,Jurmala,LV,56.968,23.7704,50.02,81,90,8.05,overcast clouds
388,Dudinka,RU,69.4058,86.1778,27.82,98,96,7.81,overcast clouds
389,Olinda,BR,-8.0089,-34.8553,78.53,83,40,5.75,scattered clouds
390,High Prairie,CA,55.4334,-116.4858,64.78,40,95,9.1,overcast clouds
391,Talavera,PH,15.6167,120.9333,74.68,95,98,1.9,overcast clouds
392,Mishelevka,RU,52.8575,103.1719,30.63,86,22,3.83,few clouds
393,Touros,BR,-5.1989,-35.4608,78.35,77,4,16.02,clear sky
394,Kahna Nau,PK,31.3692,74.3653,80.76,89,20,3.44,smoke
395,Deblin,PL,51.5591,21.8483,52.66,38,100,4.21,light rain
396,Am Timan,TD,11.0297,20.2827,78.66,59,9,4.18,clear sky
397,Port Moresby,PG,-9.4431,147.1797,76.57,92,99,4.12,overcast clouds
398,Alvand,IR,36.3187,49.1678,48.87,90,76,6.78,broken clouds
399,Coos Bay,US,43.3665,-124.2179,76.86,83,90,10.36,overcast clouds
400,Asau,RO,46.4333,26.4,46.76,80,71,1.52,broken clouds
401,Adrar,MR,20.5022,-10.0711,92.64,10,1,6.89,clear sky
402,Roald,NO,62.5833,6.1333,58.12,62,0,14.97,clear sky
403,Puerto Escondido,MX,15.85,-97.0667,84.99,71,53,6.96,broken clouds
404,Mehran,IR,33.1222,46.1646,84.85,18,0,11.39,clear sky
405,Safita,SY,34.8205,36.1153,68.83,80,0,0.85,clear sky
406,Arlit,NE,18.7369,7.3853,92.91,9,46,14.05,scattered clouds
407,Pavlovskaya,RU,46.1328,39.7856,48.16,49,0,16.04,clear sky
408,Amos,CA,48.5669,-78.1162,53.13,65,88,4.9,overcast clouds
409,Carroll,US,39.5501,-77.0164,72.09,56,40,3.0,scattered clouds
410,San Quintin,MX,30.4833,-115.95,73.09,64,0,11.88,clear sky
411,Harlingen,US,26.1906,-97.6961,94.24,40,100,14.34,overcast clouds
412,Semey,KZ,50.4111,80.2275,41.7,77,100,15.93,overcast clouds
413,Chicama,PE,-7.8447,-79.1469,71.6,66,93,9.86,overcast clouds
414,Tual,ID,-5.6667,132.75,81.34,83,85,14.81,overcast clouds
415,Bud,US,39.447,-86.1758,84.15,61,97,5.93,overcast clouds
416,Porto Novo,BJ,6.4965,2.6036,76.84,86,96,4.07,overcast clouds
417,Ewa Beach,US,21.3156,-158.0072,84.02,77,28,15.26,scattered clouds
418,Nichinan,JP,31.6,131.3667,72.93,82,0,3.78,clear sky
419,Mayumba,GA,-3.432,10.6554,75.45,85,71,7.25,broken clouds
420,Ballina,AU,-28.8667,153.5667,63.79,83,100,7.52,overcast clouds
421,Aklavik,CA,68.2191,-135.0107,23.09,89,82,3.53,broken clouds
422,Barcelos,PT,41.5388,-8.6151,65.91,78,84,3.69,broken clouds
423,Cabildo,AR,-38.4842,-61.8954,67.24,32,1,14.05,clear sky
424,Maltahohe,NA,-24.8333,16.9833,57.45,34,4,10.47,clear sky
425,Putyatino,RU,54.16,41.1169,43.3,77,95,4.63,overcast clouds
426,Kununurra,AU,-15.7667,128.7333,73.38,88,10,3.44,clear sky
427,Poyarkovo,RU,49.6,128.6833,35.71,88,32,5.57,scattered clouds
428,Taltal,CL,-25.4,-70.4833,63.32,70,23,4.41,few clouds
429,Vila Do Maio,CV,15.1333,-23.2167,81.39,78,53,7.83,broken clouds
430,Ambilobe,MG,-13.2,49.05,69.87,69,7,4.74,clear sky
431,Ranong,TH,9.9658,98.6348,77.58,89,99,1.66,light rain
432,Kodinsk,RU,58.6881,99.1844,29.17,96,37,3.96,scattered clouds
433,Smithers,CA,54.7804,-127.1743,52.54,66,100,6.78,overcast clouds
434,Pemangkat,ID,1.1667,108.9667,78.76,86,100,6.22,heavy intensity rain
435,Half Moon Bay,US,37.4636,-122.4286,92.25,29,1,0.0,clear sky
436,Lakes Entrance,AU,-37.8811,147.981,51.17,85,68,3.76,broken clouds
437,Trelew,AR,-43.249,-65.3051,65.01,18,74,30.22,broken clouds
438,Dovers,VC,12.8833,-61.1833,84.13,71,60,13.82,broken clouds
439,Harnai,PK,30.1005,67.9374,79.88,65,66,3.47,broken clouds
440,Barentu,ER,15.1139,37.5928,74.12,64,86,5.46,overcast clouds
441,Guaruja,BR,-23.9931,-46.2564,76.15,26,90,9.69,overcast clouds
442,Moree,AU,-29.4667,149.85,60.82,88,90,16.11,overcast clouds
443,Rairangpur,IN,22.2676,86.1751,74.34,93,98,5.39,overcast clouds
444,Cabo San Lucas,MX,22.8909,-109.9124,92.61,69,0,7.05,clear sky
445,Shaunavon,CA,49.6501,-108.4181,68.68,17,5,18.48,clear sky
446,Vestmanna,FO,62.1564,-7.1664,50.92,100,75,21.85,broken clouds
447,Bay Roberts,CA,47.5999,-53.2648,61.52,96,100,1.01,overcast clouds
448,Huanren,CN,41.2647,125.3667,54.28,98,100,2.66,overcast clouds
449,Maumere,ID,-8.6199,122.2111,78.69,79,72,5.86,broken clouds
450,Pemba,MZ,-12.974,40.5178,77.14,81,9,6.91,clear sky
451,Hilton Head Island,US,32.2163,-80.7526,86.0,72,75,0.0,broken clouds
452,Nador,MA,35.174,-2.9287,70.05,88,20,3.44,few clouds
453,Noumea,NC,-22.2763,166.4572,75.99,99,68,11.23,broken clouds
454,Bandarbeyla,SO,9.4942,50.8122,79.39,79,100,22.88,overcast clouds
455,Prainha,BR,-1.8,-53.48,87.64,54,47,1.28,scattered clouds
456,Asosa,ET,10.0667,34.5333,59.59,90,91,2.98,overcast clouds
457,Lovington,US,32.944,-103.3485,76.05,36,51,15.03,broken clouds
458,Panaba,MX,21.2833,-88.2667,90.66,50,90,17.34,overcast clouds
459,Taunggyi,MM,20.7833,97.0333,62.64,97,27,0.47,scattered clouds
460,Kopavogur,IS,64.1123,-21.913,43.3,78,100,11.25,light rain
461,Husavik,IS,66.0449,-17.3389,41.13,81,100,13.69,overcast clouds
462,Mpigi,UG,0.225,32.3136,70.61,83,100,1.74,overcast clouds
463,Ipixuna,BR,-1.7625,-48.8043,81.32,76,29,6.2,scattered clouds
464,Wahiawa,US,21.5028,-158.0236,80.8,77,92,9.31,light rain
465,Isangel,VU,-19.55,169.2667,73.47,87,100,13.56,overcast clouds
466,Tromso,NO,69.6496,18.957,43.38,93,0,0.0,clear sky
467,Alihe,CN,50.5667,123.7167,30.16,90,29,2.8,scattered clouds
468,Doha,QA,25.2867,51.5333,85.98,62,0,3.44,clear sky
469,Horsham,GB,51.064,-0.3272,60.71,93,75,13.8,broken clouds
470,Tayshet,RU,55.9342,98.0044,34.99,85,67,4.54,broken clouds
471,Dzhankoy,UA,45.7167,34.4,55.22,49,5,17.11,clear sky
472,Murud,IN,18.3258,72.965,76.57,91,100,5.66,overcast clouds
473,Kangaatsiaq,GL,68.3065,-53.4641,30.9,77,100,8.66,overcast clouds
474,Asyut,EG,27.181,31.1837,80.06,38,0,10.96,clear sky
475,Lalsk,RU,60.7415,47.5862,43.02,96,99,4.05,overcast clouds
476,Jiazi,CN,22.8779,116.067,81.19,84,4,6.15,clear sky
477,Rawah,IQ,34.4816,41.9093,77.97,30,0,4.41,clear sky
478,Sikasso,ML,10.9167,-7.0,78.3,75,100,2.75,light rain
479,Zemio,CF,5.0314,25.1361,69.37,97,100,4.52,light rain
480,Awjilah,LY,29.1081,21.2869,76.42,58,24,13.47,few clouds
481,Alekseyevsk,RU,57.8406,108.3492,32.34,94,100,1.41,overcast clouds
482,Lata,PT,40.1629,-8.3327,64.92,80,66,1.81,broken clouds
483,Aswan,EG,24.0934,32.907,82.27,31,0,13.69,clear sky
484,Dayong,CN,25.0209,118.2898,82.89,96,9,1.16,clear sky
485,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,93,75,2.24,broken clouds
486,Innisfail,AU,-17.5333,146.0333,70.32,84,52,2.98,broken clouds
487,Carutapera,BR,-1.195,-46.02,79.9,76,99,5.77,overcast clouds
488,Orlik,RU,52.5178,99.825,32.76,85,72,3.51,broken clouds
489,Epiniana,GR,39.1429,21.6134,52.74,92,49,5.08,scattered clouds
490,Kaputa,ZM,-8.4689,29.6619,79.56,48,83,2.86,broken clouds
491,Stutterheim,ZA,-32.5708,27.424,53.83,95,66,4.76,broken clouds
492,Kapit,MY,2.0167,112.9333,72.88,99,90,0.27,overcast clouds
493,Esmeraldas,BR,-19.7625,-44.3139,76.86,55,64,7.36,broken clouds
494,Naxos,GR,37.1056,25.3764,70.3,59,3,8.01,clear sky
495,Juntas,CR,10.2809,-84.9595,80.22,81,93,3.87,overcast clouds
496,Wasco,US,35.5941,-119.341,85.14,23,1,4.61,clear sky
497,Comodoro Rivadavia,AR,-45.8667,-67.5,52.86,44,61,16.37,broken clouds
498,Chengde,CN,40.9725,117.9361,50.22,67,3,4.56,clear sky
499,Firozpur Jhirka,IN,27.8,76.95,83.03,73,82,2.17,broken clouds
500,Merano,IT,46.6682,11.1595,63.66,76,74,0.76,broken clouds
501,Uray,RU,60.1247,64.7758,37.24,80,100,13.6,overcast clouds
502,Mitu,CO,1.1983,-70.1733,84.58,64,99,2.37,overcast clouds
503,Nong Kung Si,TH,16.65,103.3,81.82,99,1,3.4,light rain
504,Paragominas,BR,-2.9667,-47.4833,81.86,66,72,3.74,broken clouds
505,Glushkovo,RU,51.3392,34.6328,42.75,68,2,6.2,clear sky
506,Mokobeng,BW,-22.9965,27.6678,67.95,65,87,10.31,overcast clouds
507,Urumqi,CN,43.801,87.6005,59.95,36,0,8.95,clear sky
508,Odweyne,SO,9.4092,45.064,76.87,56,93,11.45,light rain
509,Simao,CN,22.7886,100.9748,62.17,97,8,0.94,clear sky
510,Luorong,CN,24.4058,109.6086,77.45,85,47,2.73,light rain
511,Yebaishou,CN,41.3975,119.6408,51.22,78,33,2.59,scattered clouds
512,Visnes,NO,59.3556,5.2242,55.58,76,20,17.27,few clouds
513,Talcahuano,CL,-36.7167,-73.1167,53.4,60,23,7.52,few clouds
514,Umm Lajj,SA,25.0213,37.2685,81.46,68,0,6.04,clear sky
515,San Jose,US,37.3394,-121.895,92.19,21,0,3.0,clear sky
516,Pirgos,GR,35.1167,25.7178,70.63,55,4,20.4,clear sky
517,Pyay,MM,18.8167,95.2167,76.46,92,12,1.07,few clouds
518,Montrose,US,38.4166,-108.2673,53.01,65,100,3.96,overcast clouds
519,Tieli,CN,46.95,128.05,38.19,92,86,5.95,overcast clouds
520,Marsh Harbour,BS,26.5412,-77.0636,81.01,73,12,15.12,moderate rain
521,Mochudi,BW,-24.4167,26.15,68.52,59,89,12.17,overcast clouds
522,Tabou,CI,4.423,-7.3528,77.27,87,51,5.77,broken clouds
523,Agadez,NE,19.75,10.25,83.91,12,26,10.18,scattered clouds
524,Manicore,BR,-5.8092,-61.3003,89.31,53,100,3.06,overcast clouds
525,Isla Mujeres,MX,21.2311,-86.731,87.17,70,22,9.64,few clouds
526,La Sarre,CA,48.8002,-79.1996,53.89,65,85,4.25,overcast clouds
527,Mogadishu,SO,2.0371,45.3438,78.24,89,90,16.04,overcast clouds
528,Shetpe,KZ,44.1667,52.1167,47.48,40,12,7.0,few clouds
529,Melito Di Porto Salvo,IT,37.9222,15.7714,75.22,73,80,5.75,broken clouds
530,Sheltozero,RU,61.3667,35.3667,46.11,82,100,4.34,overcast clouds
531,Qeshm,IR,26.9581,56.2719,85.87,78,54,3.24,broken clouds
532,Shache,CN,38.4167,77.2406,69.51,15,0,6.38,clear sky
533,Narrabri,AU,-30.3167,149.7833,59.85,87,39,7.99,scattered clouds
534,Bac Lieu,VN,9.285,105.7244,79.27,86,98,2.01,overcast clouds
535,Coro,VE,11.4045,-69.6734,85.1,70,47,12.88,scattered clouds
536,Komsomolets,KZ,53.7453,62.0708,35.47,78,6,8.84,clear sky
537,Abonnema,NG,4.7084,6.7931,77.11,89,100,5.12,moderate rain
538,Mount Isa,AU,-20.7333,139.5,71.37,24,13,8.05,few clouds
539,Storforshei,NO,66.4043,14.5233,51.58,57,75,11.5,broken clouds
540,Huangchuan,CN,32.1272,115.0394,68.56,84,0,6.29,light rain
541,Pochutla,MX,15.7432,-96.4661,89.82,66,82,7.07,broken clouds
542,Tepechitlan,MX,21.6667,-103.3333,76.14,58,22,5.84,few clouds
543,Mahanoro,MG,-19.9,48.8,67.6,90,5,5.06,clear sky
544,Ginir,ET,7.1333,40.7,59.05,88,100,4.09,light rain
545,Coihueco,CL,-36.6167,-71.8333,53.62,56,97,3.02,overcast clouds
546,Sheksna,RU,59.21,38.5107,44.87,90,100,3.42,overcast clouds
547,Shunyi,CN,40.125,116.6453,63.84,100,0,2.24,light rain
548,Nabire,ID,-3.3667,135.4833,76.15,91,98,2.68,light rain
549,Hami,CN,42.8,93.45,62.91,34,0,9.01,clear sky
550,Valparaiso,CL,-33.0393,-71.6273,65.84,64,0,11.5,clear sky
551,Antalaha,MG,-14.9003,50.2788,68.58,84,23,6.35,light rain
552,Kortkeros,RU,61.8106,51.5806,44.6,97,100,3.74,overcast clouds
553,Marystown,CA,47.1666,-55.1483,61.86,100,100,1.01,overcast clouds
554,Repelon,CO,10.4919,-75.1292,80.69,81,100,4.88,overcast clouds
555,Tarko-Sale,RU,64.9225,77.785,32.7,97,100,14.72,overcast clouds
556,Ahipara,NZ,-35.1667,173.1667,58.08,62,52,8.86,broken clouds
557,Hanna,CA,51.6334,-111.9018,76.86,26,5,13.0,clear sky
558,Ngunguru,NZ,-35.6167,174.5,61.16,64,47,8.28,scattered clouds
559,Lerwick,GB,60.1545,-1.1494,53.6,90,100,16.44,overcast clouds
560,La Ronge,CA,55.1001,-105.2842,64.8,34,81,11.68,broken clouds
561,Xuddur,SO,4.1213,43.8894,74.19,75,83,14.5,broken clouds
562,Ludvika,SE,60.1496,15.1878,50.34,94,98,10.89,overcast clouds
563,Banjar,ID,-8.19,114.9675,78.66,89,21,6.26,few clouds
564,Moranbah,AU,-22.0016,148.0466,66.65,80,21,2.57,light rain
565,Kanbe,MM,16.7053,96.0017,78.85,90,89,5.66,overcast clouds
566,Hurghada,EG,27.2574,33.8129,82.09,45,0,22.95,clear sky
567,Qandala,SO,11.472,49.8728,87.98,60,77,2.64,broken clouds
568,Boueni,YT,-12.9025,45.0761,76.98,80,4,7.25,clear sky
569,Wajima,JP,37.4,136.9,72.32,87,100,16.24,overcast clouds
570,Seydi,TM,39.4816,62.9137,58.19,36,27,14.43,scattered clouds
571,High Level,CA,58.5169,-117.136,63.57,37,9,11.07,clear sky
572,Bafoulabe,ML,13.8065,-10.8321,78.19,77,28,2.26,scattered clouds
573,Galle,LK,6.0367,80.217,79.21,87,91,10.0,overcast clouds
574,Motygino,RU,58.1831,94.7592,39.54,81,99,2.3,light rain
575,Anito,PH,12.4497,125.2886,77.76,91,94,4.0,overcast clouds
576,Fowa,NG,8.9167,6.4,76.68,81,42,2.91,light rain
577,Wanlaweyn,SO,2.6185,44.8938,77.43,82,98,14.58,overcast clouds
578,Kohlu,PK,29.8962,69.252,76.73,62,2,4.43,clear sky
579,Poum,NC,-20.2333,164.0167,74.32,80,87,17.2,overcast clouds
580,Bato,PH,13.3528,123.3677,77.52,93,100,2.59,overcast clouds
581,Homer,US,59.6425,-151.5483,44.8,58,100,17.0,overcast clouds
582,Auki,SB,-8.7676,160.7034,80.55,78,99,3.8,overcast clouds
583,Yanam,IN,16.7333,82.2167,77.36,90,6,2.01,clear sky
584,Buraydah,SA,26.326,43.975,80.83,18,0,5.99,clear sky
585,Khilok,RU,51.3674,110.4676,24.85,91,44,3.15,scattered clouds
586,Salisbury,GB,51.0693,-1.7957,61.09,95,100,20.31,overcast clouds
587,Kingaroy,AU,-26.5333,151.8333,61.09,91,100,5.23,light rain
588,Sola,VU,-13.8833,167.55,79.9,82,100,23.17,overcast clouds
589,Bati,ET,11.1833,40.0167,71.91,42,74,5.77,broken clouds
590,Gogrial,SS,8.5332,28.1004,76.12,70,89,3.76,overcast clouds
591,Cap-Aux-Meules,CA,47.3821,-61.8597,56.98,91,98,13.2,overcast clouds
592,Staryy Urukh,RU,43.3404,44.0187,45.82,83,100,1.79,overcast clouds
593,Richards Bay,ZA,-28.783,32.0377,66.6,86,100,5.41,light rain
594,Kalininskaya,RU,45.4822,38.6628,50.27,45,0,19.69,clear sky
595,Luganville,VU,-15.5333,167.1667,78.62,85,100,13.98,overcast clouds
596,Axim,GH,4.8699,-2.2405,77.31,88,82,7.58,broken clouds
597,Eyl,SO,7.9803,49.8164,78.17,84,99,18.5,overcast clouds
598,Codrington,AU,-38.2667,141.9667,55.6,95,100,19.69,overcast clouds
599,Georgiyevka,KZ,43.0369,74.7114,48.24,57,75,13.42,broken clouds
600,Ostrovnoy,RU,68.0531,39.5131,42.62,87,100,5.55,overcast clouds
601,Waslala,NI,13.2333,-85.3833,85.73,58,16,4.81,few clouds
602,Lac Du Bonnet,CA,50.2536,-96.0612,70.59,61,94,9.04,overcast clouds
603,Elko,US,41.0002,-115.5012,66.63,8,0,4.0,clear sky
604,Kalabo,ZM,-14.97,22.6814,76.33,33,49,3.06,scattered clouds
605,Domoni,KM,-12.2569,44.5319,75.52,85,7,6.17,clear sky
606,Port Shepstone,ZA,-30.7414,30.455,66.87,85,100,23.78,overcast clouds
607,Bowen,AU,-20.0167,148.2333,73.35,76,100,10.2,overcast clouds
608,Cachira,CO,7.741,-73.0483,59.97,97,100,2.37,overcast clouds
609,Jalingo,NG,8.8833,11.3667,76.71,87,88,3.53,overcast clouds
610,Tura,IN,25.5198,90.2201,73.83,87,99,1.16,overcast clouds
611,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,52.93,69,75,4.74,broken clouds
612,Gatak,ID,-7.5908,110.7044,76.05,86,67,9.82,broken clouds
613,Nantucket,US,41.2835,-70.0995,60.94,70,70,12.55,broken clouds
614,Kuliyapitiya,LK,7.4688,80.0401,80.28,95,99,3.04,heavy intensity rain
615,Brookhaven,US,31.5791,-90.4407,81.55,83,57,4.45,light rain
616,Poso,ID,-1.3959,120.7524,77.2,80,64,4.65,broken clouds
617,Mangrol,IN,21.1167,70.1167,80.51,88,100,14.97,overcast clouds
618,Turinsk,RU,58.0458,63.696,40.55,94,100,11.45,overcast clouds
619,Livingstonia,MW,-10.606,34.1063,68.22,60,28,3.65,scattered clouds
620,Ahome,MX,25.9167,-109.1833,92.08,62,0,1.99,clear sky
621,Havre,FR,49.5833,0.3333,58.77,67,90,14.97,overcast clouds
622,Plonsk,PL,52.6235,20.3755,52.23,72,100,4.61,overcast clouds
623,San Cristobal,VE,7.7669,-72.225,78.84,60,69,5.46,broken clouds
624,Yerbogachen,RU,61.2767,108.0108,27.82,91,21,3.6,few clouds
625,Jatai,BR,-17.8814,-51.7144,88.75,30,71,2.3,broken clouds
626,Sobolevo,RU,54.4299,31.8996,39.43,89,91,5.48,overcast clouds
627,Kibala,TD,9.1104,18.3463,76.93,82,51,2.19,broken clouds
628,Felanitx,ES,39.4696,3.1483,71.96,70,100,2.91,overcast clouds
629,Tucuman,AR,-26.8241,-65.2226,92.88,24,0,6.46,clear sky
630,Kantang,TH,7.4054,99.5156,76.87,91,97,0.85,overcast clouds
631,Keetmanshoop,NA,-26.5833,18.1333,61.97,44,73,15.82,broken clouds
632,Roebourne,AU,-20.7833,117.1333,72.14,57,9,11.54,light rain
633,Zenzeli,RU,45.9241,47.0474,46.94,45,0,8.86,clear sky
634,Honningsvag,NO,70.9821,25.9704,46.72,77,7,15.01,clear sky
635,Anklam,DE,53.8564,13.6897,50.05,74,62,8.72,broken clouds
636,Tulsipur,NP,28.131,82.2973,71.38,90,83,2.06,broken clouds
637,Esna,EG,25.2934,32.554,82.65,33,0,16.35,clear sky
638,Karratha,AU,-20.7377,116.8463,72.07,57,9,13.85,clear sky
639,San Nicolas,PH,18.1725,120.5953,78.26,84,86,3.6,overcast clouds
640,Black Forest,US,39.0131,-104.7008,54.73,65,90,4.0,overcast clouds
641,San Ignacio,BZ,17.1561,-89.0714,94.71,38,33,7.9,scattered clouds
642,Zhigalovo,RU,54.8097,105.1578,26.13,92,79,1.7,broken clouds
643,Hof,DE,50.3167,11.9167,47.62,81,95,5.01,overcast clouds
644,Lukovetskiy,RU,64.2956,41.9211,46.38,98,93,3.85,overcast clouds
645,Pavilosta,LV,56.8879,21.1859,49.95,94,94,12.59,overcast clouds
646,Wanaka,NZ,-44.7,169.15,50.11,62,2,4.0,clear sky
647,Anloga,GH,5.7947,0.8973,79.54,85,91,11.32,light rain
648,Zachary,US,30.6485,-91.1565,80.78,96,90,13.8,fog
649,Nisia Floresta,BR,-6.0911,-35.2086,76.89,82,9,10.33,clear sky
650,Mwinilunga,ZM,-11.7358,24.4293,68.76,59,83,2.73,broken clouds
651,Sao Felix Do Xingu,BR,-6.6447,-51.995,78.64,71,90,3.71,overcast clouds
652,Batagay,RU,67.6333,134.6333,21.76,56,46,2.37,scattered clouds
653,Tamisan,PH,6.8437,126.2984,78.13,84,46,2.04,scattered clouds
654,Dire,ML,12.2833,-10.9667,76.14,90,23,0.94,light rain
655,Machali,CL,-34.1833,-70.6667,64.18,31,46,5.61,scattered clouds
656,Kitakata,JP,37.65,139.8667,66.31,99,100,2.84,overcast clouds
657,Laem Sing,TH,12.4816,102.0738,82.15,100,100,1.79,overcast clouds
658,Rudsar,IR,37.1376,50.288,68.34,77,80,3.29,broken clouds
659,Ouallam,NE,14.3188,2.0866,89.15,44,23,10.36,few clouds
660,Kolondieba,ML,11.0882,-6.8926,77.9,77,100,3.18,light rain
661,Portsmouth,GB,50.799,-1.0913,61.0,88,100,11.01,overcast clouds
662,Kandrian,PG,-6.2167,149.55,78.33,88,86,2.08,light rain
663,Tahe,CN,52.3333,124.7333,31.55,80,98,5.84,overcast clouds
664,Bubaque,GW,11.2833,-15.8333,82.6,78,13,11.36,light rain
665,Wajir,KE,1.7471,40.0573,80.31,59,99,20.54,overcast clouds
666,Imbituba,BR,-28.24,-48.6703,65.5,81,100,15.1,overcast clouds
667,Mulege,MX,26.8833,-111.9833,86.02,47,0,11.3,clear sky
668,Oktyabrskiy,RU,54.4815,53.471,42.53,85,100,4.45,overcast clouds
669,San Ramon,US,37.7799,-121.978,90.75,22,1,1.99,clear sky
670,Padang,ID,-0.9492,100.3543,76.14,83,100,3.2,moderate rain
671,Ust-Kuyga,RU,70.0167,135.6,17.78,83,100,5.19,overcast clouds
672,Simeonovgrad,BG,42.0333,25.8333,56.32,74,99,5.84,overcast clouds
673,Chalon-Sur-Saone,FR,46.7833,4.85,48.31,71,18,0.87,few clouds
674,Boo,SE,59.3333,18.2833,53.76,90,90,10.36,overcast clouds
675,Akdepe,TM,42.0551,59.3788,41.0,55,13,10.74,few clouds
676,Kijang,KR,35.2442,129.2139,66.22,87,2,6.22,clear sky
677,Saint George,US,37.1041,-113.5841,81.07,19,1,4.0,clear sky
678,San Carlos,VE,9.6612,-68.5827,83.59,75,69,1.63,broken clouds
